match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version,competition_name,season_name
3775555,2021-05-05,18:30:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Chelsea FCW,0,2,available,scheduled,2022-11-29T22:30:33.773384,2021-06-13T16:17:31.694,21,Regular Season,The Hive Stadium,Amy Fearn,Rehanne Skinner,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775549,2021-05-09,15:30:00.000,England - FA Women's Super League,2020/2021,Birmingham City WFC,Tottenham Hotspur Women,0,1,available,scheduled,2021-05-12T15:03:59.630548,2021-06-13T16:17:31.694,22,Regular Season,	ARMCO Arena ,Lisa Benn,Carla Ward,Rehanne Skinner,1.1.0,2,2,FA Women's Super League,2020/2021
3775572,2020-10-04,15:30:00.000,England - FA Women's Super League,2020/2021,Birmingham City WFC,Chelsea FCW,0,1,available,scheduled,2022-08-16T00:29:46.118669,2021-06-13T16:17:31.694,3,Regular Season,	ARMCO Arena ,Abigail Byrne,Carla Ward,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775577,2021-05-02,14:00:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Arsenal WFC,1,2,available,scheduled,2021-05-20T07:22:53.019618,2021-06-13T16:17:31.694,21,Regular Season,Walton Hall Park,Sarah Garratt,Willie Kirk,Joseph Montemurro,1.1.0,2,2,FA Women's Super League,2020/2021
3775541,2021-03-07,13:00:00.000,England - FA Women's Super League,2020/2021,Manchester United,Aston Villa,3,0,available,scheduled,2021-06-12T22:47:49.859,2021-06-13T16:17:31.694,16,Regular Season,Leigh Sports Village Stadium,Helen Conley,Casey Stoney,Marcus Bignot,1.1.0,2,2,FA Women's Super League,2020/2021
3775588,2020-12-06,15:00:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Brighton & Hove Albion WFC,3,1,available,scheduled,2022-08-16T01:49:25.491259,2021-06-13T16:17:31.694,8,Regular Season,The Hive Stadium,Emily Heaslip,Rehanne Skinner,Hope Patricia Powell,1.1.0,2,2,FA Women's Super League,2020/2021
3775586,2020-10-18,15:30:00.000,England - FA Women's Super League,2020/2021,Arsenal WFC,Tottenham Hotspur Women,6,1,available,scheduled,2020-10-27T15:24:31.224914,2021-06-13T16:17:31.694,5,Regular Season,Meadow Park ,Abigail Byrne,Joseph Montemurro,Karen Hills,1.1.0,2,2,FA Women's Super League,2020/2021
3775592,2020-11-07,15:00:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Reading WFC,1,1,available,scheduled,2021-05-12T09:12:43.028901,2021-06-13T16:17:31.694,6,Regular Season,The Hive Stadium,Helen Conley,Karen Hills,Kelly Chambers,1.1.0,2,2,FA Women's Super League,2020/2021
3775580,2020-12-13,15:00:00.000,England - FA Women's Super League,2020/2021,Brighton & Hove Albion WFC,Chelsea FCW,0,1,available,scheduled,2020-12-25T01:28:45.323675,2021-06-13T16:17:31.694,9,Regular Season,Broadfield Stadium,Lisa Benn,Hope Patricia Powell,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775591,2021-03-07,16:00:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Chelsea FCW,0,2,available,scheduled,2022-11-29T22:20:57.255236,2021-06-13T16:17:31.694,16,Regular Season,Chigwell Construction Stadium,Rob Whitton,Olli Harder,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775590,2021-02-07,15:00:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Birmingham City WFC,1,1,available,scheduled,2021-04-28T07:08:31.973905,2021-06-13T16:17:31.694,14,Regular Season,Walton Hall Park,Lisa Benn,Willie Kirk,Carla Ward,1.1.0,2,2,FA Women's Super League,2020/2021
3775571,2021-01-23,13:30:00.000,England - FA Women's Super League,2020/2021,Aston Villa,Reading WFC,2,2,available,scheduled,2021-01-24T08:59:33.728820,2021-06-13T16:17:31.694,13,Regular Season,Poundland Bescot Stadium,Kirsty Dowle,Gemma Davies,Kelly Chambers,1.1.0,2,2,FA Women's Super League,2020/2021
3775589,2021-01-17,15:00:00.000,England - FA Women's Super League,2020/2021,Reading WFC,Arsenal WFC,1,1,available,scheduled,2022-11-29T22:11:43.068174,2021-06-13T16:17:31.694,12,Regular Season,Select Car Leasing Stadium,Lisa Benn,Kelly Chambers,Joseph Montemurro,1.1.0,2,2,FA Women's Super League,2020/2021
3775578,2021-02-14,15:00:00.000,England - FA Women's Super League,2020/2021,Reading WFC,Everton LFC,1,1,available,scheduled,2021-04-13T21:46:33.247799,2021-06-13T16:17:31.694,15,Regular Season,Select Car Leasing Stadium,Stacey Pearson,Kelly Chambers,Willie Kirk,1.1.0,2,2,FA Women's Super League,2020/2021
3775596,2021-03-17,20:30:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,Manchester City WFC,0,3,available,scheduled,2021-04-05T10:12:13.309898,2021-06-13T16:17:31.694,17,Regular Season,Twerton Park Stadium,Scott Jackson,Tanya Oxtoby,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775576,2021-04-21,19:00:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Chelsea FCW,2,2,available,scheduled,2021-04-22T06:10:38.482413,2021-06-13T16:17:31.694,20,Regular Season,Academy Stadium ,Rebecca Welch,Gareth Taylor,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775574,2021-05-02,16:00:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Birmingham City WFC,4,0,available,scheduled,2021-05-04T16:07:23.807156,2021-06-13T16:17:31.694,21,Regular Season,Academy Stadium ,Emily Heaslip,Gareth Taylor,Carla Ward,1.1.0,2,2,FA Women's Super League,2020/2021
3775573,2021-05-09,15:30:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Manchester City WFC,0,1,available,scheduled,2021-05-10T04:24:10.395760,2021-06-13T16:17:31.694,22,Regular Season,Chigwell Construction Stadium,Kirsty Dowle,Olli Harder,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775597,2021-03-19,19:30:00.000,England - FA Women's Super League,2020/2021,Arsenal WFC,Manchester United,2,0,available,scheduled,2021-06-21T22:10:21.903,2021-06-13T16:17:31.694,17,Regular Season,Meadow Park ,Amy Fearn,Joseph Montemurro,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775611,2020-10-11,15:30:00.000,England - FA Women's Super League,2020/2021,Chelsea FCW,Manchester City WFC,3,1,available,scheduled,2020-11-05T11:29:21.006183,2021-06-13T16:17:31.694,4,Regular Season,Kingsmeadow,Rebecca Welch,Emma Hayes,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775628,2021-03-27,12:30:00.000,England - FA Women's Super League,2020/2021,Manchester United,West Ham United LFC,2,0,available,scheduled,2021-03-28T11:21:15.253788,2021-06-13T16:17:31.694,18,Regular Season,Old Trafford,Lisa Benn,Casey Stoney,Olli Harder,1.1.0,2,2,FA Women's Super League,2020/2021
3775612,2021-04-25,15:00:00.000,England - FA Women's Super League,2020/2021,Birmingham City WFC,Reading WFC,1,1,available,scheduled,2021-05-05T18:33:52.391043,2021-06-13T16:17:31.694,20,Regular Season,	ARMCO Arena ,,Carla Ward,Kelly Chambers,1.1.0,2,2,FA Women's Super League,2020/2021
3775627,2020-11-15,15:30:00.000,England - FA Women's Super League,2020/2021,Arsenal WFC,Chelsea FCW,1,1,available,scheduled,2022-08-16T01:38:46.846229,2021-06-13T16:17:31.694,7,Regular Season,Meadow Park ,Kirsty Dowle,Joseph Montemurro,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775644,2020-10-10,13:30:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Manchester United,0,1,available,scheduled,2020-10-20T09:41:23.206437,2021-06-13T16:17:31.694,4,Regular Season,The Hive Stadium,Amy Fearn,Karen Hills,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775637,2020-12-09,20:30:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,Aston Villa,0,4,available,scheduled,2020-12-10T18:33:09.537423,2021-06-13T16:17:31.694,4,Regular Season,Twerton Park Stadium,Amy Fearn,Tanya Oxtoby,Gemma Davies,1.1.0,2,2,FA Women's Super League,2020/2021
3775631,2020-11-14,19:30:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,Tottenham Hotspur Women,2,2,available,scheduled,2022-08-16T01:21:26.606630,2021-06-13T16:17:31.694,7,Regular Season,Twerton Park Stadium,Lisa Benn,Tanya Oxtoby,Karen Hills,1.1.0,2,2,FA Women's Super League,2020/2021
3775621,2020-12-06,15:00:00.000,England - FA Women's Super League,2020/2021,Reading WFC,Bristol City WFC,1,1,available,scheduled,2020-12-07T08:59:35.456614,2021-06-13T16:17:31.694,8,Regular Season,Select Car Leasing Stadium,Lucy Oliver,Kelly Chambers,Tanya Oxtoby,1.1.0,2,2,FA Women's Super League,2020/2021
3775615,2020-12-13,15:00:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Aston Villa,3,1,available,scheduled,2022-11-29T22:07:31.468764,2021-06-13T16:17:31.694,9,Regular Season,The Hive Stadium,Sarah Garratt,Rehanne Skinner,Gemma Davies,1.1.0,2,2,FA Women's Super League,2020/2021
3775610,2020-12-20,13:00:00.000,England - FA Women's Super League,2020/2021,Manchester United,Bristol City WFC,6,1,available,scheduled,2022-11-29T22:08:24.724921,2021-06-13T16:17:31.694,10,Regular Season,Leigh Sports Village Stadium,Lisa Benn,Casey Stoney,Tanya Oxtoby,1.1.0,2,2,FA Women's Super League,2020/2021
3775616,2020-12-13,15:00:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,West Ham United LFC,0,4,available,scheduled,2022-11-29T22:04:49.531758,2021-06-13T16:17:31.694,9,Regular Season,Twerton Park Stadium,Jane Simms,Tanya Oxtoby,Billy Stewart,1.1.0,2,2,FA Women's Super League,2020/2021
3775632,2020-12-06,15:30:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Manchester City WFC,0,3,available,scheduled,2022-08-16T02:10:37.220648,2021-06-13T16:17:31.694,8,Regular Season,Walton Hall Park,Stacey Pearson,Willie Kirk,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775629,2021-01-24,15:00:00.000,England - FA Women's Super League,2020/2021,Brighton & Hove Albion WFC,Manchester City WFC,1,7,available,scheduled,2021-01-25T01:24:36.010675,2021-06-13T16:17:31.694,13,Regular Season,American Express Elite Football Performance Centre,Lisa Benn,Hope Patricia Powell,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775619,2020-12-20,15:30:00.000,England - FA Women's Super League,2020/2021,Brighton & Hove Albion WFC,Reading WFC,1,3,available,scheduled,2022-11-29T22:09:11.643660,2021-06-13T16:17:31.694,10,Regular Season,Broadfield Stadium,Abigail Byrne,Hope Patricia Powell,Kelly Chambers,1.1.0,2,2,FA Women's Super League,2020/2021
3775600,2021-02-07,15:30:00.000,England - FA Women's Super League,2020/2021,Arsenal WFC,Manchester City WFC,1,2,available,scheduled,2021-02-09T20:53:49.805431,2021-06-13T16:17:31.694,14,Regular Season,Meadow Park ,Kirsty Dowle,Joseph Montemurro,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775605,2021-01-31,13:30:00.000,England - FA Women's Super League,2020/2021,Chelsea FCW,Tottenham Hotspur Women,4,0,available,scheduled,2022-11-29T22:15:54.311395,2021-06-13T16:17:31.694,10,Regular Season,Kingsmeadow,Sarah Garratt,Emma Hayes,Rehanne Skinner,1.1.0,2,2,FA Women's Super League,2020/2021
3775626,2021-01-17,13:30:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Aston Villa,7,0,available,scheduled,2021-01-18T00:42:53.383086,2021-06-13T16:17:31.694,12,Regular Season,Academy Stadium ,Amy Fearn,Gareth Taylor,Gemma Davies,1.1.0,2,2,FA Women's Super League,2020/2021
3775614,2021-02-14,16:00:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,Chelsea FCW,0,5,available,scheduled,2021-04-07T02:40:46.534197,2021-06-13T16:17:31.694,13,Regular Season,Twerton Park Stadium,Emily Heaslip,Tanya Oxtoby,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775603,2021-02-10,20:00:00.000,England - FA Women's Super League,2020/2021,Brighton & Hove Albion WFC,West Ham United LFC,1,0,available,scheduled,2021-03-15T20:57:14.947958,2021-06-13T16:17:31.694,15,Regular Season,Broadfield Stadium,Isaac Searle,Hope Patricia Powell,Olli Harder,1.1.0,2,2,FA Women's Super League,2020/2021
3775625,2020-11-07,16:00:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Bristol City WFC,8,1,available,scheduled,2021-02-01T16:44:29.289210,2021-06-13T16:17:31.694,6,Regular Season,Academy Stadium ,Christina Hattersley,Gareth Taylor,Tanya Oxtoby,1.1.0,2,2,FA Women's Super League,2020/2021
3775613,2021-03-27,16:30:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Arsenal WFC,0,3,available,scheduled,2021-04-13T21:46:33.247824,2021-06-13T16:17:31.694,18,Regular Season,Tottenham Hotspur Stadium,Helen Conley,Rehanne Skinner,Joseph Montemurro,1.1.0,2,2,FA Women's Super League,2020/2021
3775598,2021-03-14,13:30:00.000,England - FA Women's Super League,2020/2021,Reading WFC,Tottenham Hotspur Women,0,0,available,scheduled,2021-03-15T08:29:00.976961,2021-06-13T16:17:31.694,17,Regular Season,Select Car Leasing Stadium,Christina Hattersley,Kelly Chambers,Rehanne Skinner,1.1.0,2,2,FA Women's Super League,2020/2021
3775601,2021-05-02,15:00:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,Manchester United,0,1,available,scheduled,2022-11-29T22:29:45.423626,2021-06-13T16:17:31.694,21,Regular Season,Twerton Park Stadium,Lisa Benn,Matt Beard,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775630,2021-03-07,15:00:00.000,England - FA Women's Super League,2020/2021,Birmingham City WFC,Arsenal WFC,0,4,available,scheduled,2022-11-29T22:21:44.755825,2021-06-13T16:17:31.694,16,Regular Season,St George's Park National Football Centre,Jane Simms,Carla Ward,Joseph Montemurro,1.1.0,2,2,FA Women's Super League,2020/2021
3775651,2021-01-31,15:00:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,West Ham United LFC,4,0,available,scheduled,2021-05-28T15:28:39.548,2021-06-13T16:17:31.694,11,Regular Season,Academy Stadium ,Jane Simms,Gareth Taylor,Olli Harder,1.1.0,2,2,FA Women's Super League,2020/2021
3775635,2021-04-25,16:00:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Everton LFC,0,0,available,scheduled,2022-11-29T22:27:16.294492,2021-06-13T16:17:31.694,20,Regular Season,Chigwell Construction Stadium,Helen Conley,Olli Harder,Willie Kirk,1.1.0,2,2,FA Women's Super League,2020/2021
3775650,2020-12-06,13:30:00.000,England - FA Women's Super League,2020/2021,Chelsea FCW,West Ham United LFC,3,2,available,scheduled,2022-08-16T02:00:15.668952,2021-06-13T16:17:31.694,8,Regular Season,Kingsmeadow,Rebecca Welch,Emma Hayes,Billy Stewart,1.1.0,2,2,FA Women's Super League,2020/2021
3775647,2021-01-17,15:00:00.000,England - FA Women's Super League,2020/2021,Birmingham City WFC,Brighton & Hove Albion WFC,0,0,available,scheduled,2022-11-29T22:12:34.559724,2021-06-13T16:17:31.694,12,Regular Season,	ARMCO Arena ,Helen Conley,Carla Ward,Hope Patricia Powell,1.1.0,2,2,FA Women's Super League,2020/2021
3775659,2020-10-18,15:00:00.000,England - FA Women's Super League,2020/2021,Reading WFC,Manchester City WFC,1,1,available,scheduled,2020-10-26T20:03:27.221093,2021-06-13T16:17:31.694,5,Regular Season,Select Car Leasing Stadium,Savvas Yianni,Kelly Chambers,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775657,2020-10-04,15:00:00.000,England - FA Women's Super League,2020/2021,Arsenal WFC,Bristol City WFC,3,1,available,scheduled,2020-10-23T20:06:15.042022,2021-06-13T16:17:31.694,3,Regular Season,Meadow Park ,Emily Heaslip,Joseph Montemurro,Tanya Oxtoby,1.1.0,2,2,FA Women's Super League,2020/2021
3775649,2021-04-03,15:00:00.000,England - FA Women's Super League,2020/2021,Reading WFC,West Ham United LFC,0,5,available,scheduled,2021-04-04T12:19:09.184684,2021-06-13T16:17:31.694,19,Regular Season,Select Car Leasing Stadium,Kirsty Dowle,Kelly Chambers,Olli Harder,1.1.0,2,2,FA Women's Super League,2020/2021
3775645,2020-11-08,13:00:00.000,England - FA Women's Super League,2020/2021,Chelsea FCW,Everton LFC,4,0,available,scheduled,2022-08-16T01:12:44.682721,2021-06-13T16:17:31.694,6,Regular Season,Kingsmeadow,Abigail Byrne,Emma Hayes,Willie Kirk,1.1.0,2,2,FA Women's Super League,2020/2021
3775639,2021-03-07,15:00:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Everton LFC,1,0,available,scheduled,2021-03-19T00:19:09.216903,2021-06-13T16:17:31.694,16,Regular Season,Academy Stadium ,Sarah Garratt,Gareth Taylor,Willie Kirk,1.1.0,2,2,FA Women's Super League,2020/2021
3775642,2021-03-17,20:30:00.000,England - FA Women's Super League,2020/2021,Aston Villa,Brighton & Hove Albion WFC,0,2,available,scheduled,2021-04-22T02:33:00.278027,2021-06-13T16:17:31.694,17,Regular Season,Poundland Bescot Stadium,Helen Conley,Marcus Bignot,Hope Patricia Powell,1.1.0,2,2,FA Women's Super League,2020/2021
3775646,2021-01-27,20:00:00.000,England - FA Women's Super League,2020/2021,Aston Villa,Chelsea FCW,0,4,available,scheduled,2022-11-29T22:15:03.549698,2021-06-13T16:17:31.694,5,Regular Season,Poundland Bescot Stadium,Helen Conley,Marcus Bignot,Emma Hayes,1.1.0,2,2,FA Women's Super League,2020/2021
3775655,2021-02-07,16:00:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Bristol City WFC,1,1,available,scheduled,2022-11-29T22:17:31.670875,2021-06-13T16:17:31.694,14,Regular Season,Chigwell Construction Stadium,Sarah Garratt,Olli Harder,Tanya Oxtoby,1.1.0,2,2,FA Women's Super League,2020/2021
3775640,2021-02-07,13:30:00.000,England - FA Women's Super League,2020/2021,Manchester United,Reading WFC,0,2,available,scheduled,2021-02-14T05:37:48.883553,2021-06-13T16:17:31.694,14,Regular Season,Leigh Sports Village Stadium,Edward Duckworth,Casey Stoney,Kelly Chambers,1.1.0,2,2,FA Women's Super League,2020/2021
3775658,2021-02-12,20:00:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Manchester United,3,0,available,scheduled,2022-11-29T22:18:25.113002,2021-06-13T16:17:31.694,15,Regular Season,Academy Stadium ,Abigail Byrne,Gareth Taylor,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775623,2020-11-15,13:30:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Brighton & Hove Albion WFC,0,1,available,scheduled,2021-01-12T17:50:51.013163,2021-06-13T16:17:31.694,7,Regular Season,Chigwell Construction Stadium,Abigail Byrne,Matt Beard,Hope Patricia Powell,1.1.0,2,2,FA Women's Super League,2020/2021
3775566,2020-12-05,13:30:00.000,England - FA Women's Super League,2020/2021,Aston Villa,Manchester United,0,2,available,scheduled,2020-12-08T23:14:45.934158,2021-06-13T16:17:31.694,8,Regular Season,Poundland Bescot Stadium,Abigail Byrne,Gemma Davies,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775546,2021-03-21,15:00:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Bristol City WFC,1,1,available,scheduled,2021-07-01T18:14:40.756,2021-06-13T16:17:31.694,15,Regular Season,The Hive Stadium,Rebecca Welch,Rehanne Skinner,Tanya Oxtoby,1.1.0,2,2,FA Women's Super League,2020/2021
3775547,2021-02-28,15:00:00.000,England - FA Women's Super League,2020/2021,Birmingham City WFC,Manchester City WFC,0,4,available,scheduled,2021-04-28T07:08:31.982187,2021-06-13T16:17:31.694,10,Regular Season,St George's Park National Football Centre,Helen Conley,Carla Ward,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775587,2021-01-31,15:30:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Manchester United,0,2,available,scheduled,2021-03-04T05:59:52.946187,2021-06-13T16:17:31.694,11,Regular Season,Walton Hall Park,Kirsty Dowle,Willie Kirk,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775595,2021-01-30,15:00:00.000,England - FA Women's Super League,2020/2021,Bristol City WFC,Brighton & Hove Albion WFC,3,0,available,scheduled,2021-03-22T21:28:32.454427,2021-06-13T16:17:31.694,11,Regular Season,Twerton Park Stadium,Lucy Oliver,Tanya Oxtoby,Hope Patricia Powell,1.1.0,2,2,FA Women's Super League,2020/2021
3775604,2021-04-04,15:00:00.000,England - FA Women's Super League,2020/2021,Tottenham Hotspur Women,Manchester City WFC,0,3,available,scheduled,2022-11-29T22:24:20.931292,2021-06-13T16:17:31.694,19,Regular Season,The Hive Stadium,Amy Fearn,Rehanne Skinner,Gareth Taylor,1.1.0,2,2,FA Women's Super League,2020/2021
3775634,2021-04-04,14:00:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Aston Villa,3,1,available,scheduled,2022-11-29T22:25:05.522984,2021-06-13T16:17:31.694,19,Regular Season,Walton Hall Park,Stacey Pearson,Willie Kirk,Marcus Bignot,1.1.0,2,2,FA Women's Super League,2020/2021
3775617,2021-04-04,15:00:00.000,England - FA Women's Super League,2020/2021,Brighton & Hove Albion WFC,Manchester United,1,0,available,scheduled,2022-11-29T22:25:51.168445,2021-06-13T16:17:31.694,19,Regular Season,Broadfield Stadium,Abigail Byrne,Hope Patricia Powell,Casey Stoney,1.1.0,2,2,FA Women's Super League,2020/2021
3775565,2021-04-04,13:30:00.000,England - FA Women's Super League,2020/2021,Chelsea FCW,Birmingham City WFC,6,0,available,scheduled,2021-04-28T07:08:31.978132,2021-06-13T16:17:31.694,19,Regular Season,Kingsmeadow,Jane Simms,Emma Hayes,Carla Ward,1.1.0,2,2,FA Women's Super League,2020/2021
3775583,2020-12-13,15:30:00.000,England - FA Women's Super League,2020/2021,Manchester City WFC,Arsenal WFC,2,1,available,scheduled,2022-11-29T22:06:34.851511,2021-06-13T16:17:31.694,9,Regular Season,Academy Stadium ,Emily Heaslip,Gareth Taylor,Joseph Montemurro,1.1.0,2,2,FA Women's Super League,2020/2021
3775542,2021-01-17,14:00:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Bristol City WFC,4,0,available,scheduled,2022-11-29T22:13:23.580826,2021-06-13T16:17:31.694,12,Regular Season,Walton Hall Park,Christina Hattersley,Willie Kirk,Matt Beard,1.1.0,2,2,FA Women's Super League,2020/2021
3775608,2021-01-17,16:00:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Tottenham Hotspur Women,0,1,available,scheduled,2021-01-18T08:41:56.840013,2021-06-13T16:17:31.694,12,Regular Season,Chigwell Construction Stadium,Lucy Oliver,Olli Harder,Rehanne Skinner,1.1.0,2,2,FA Women's Super League,2020/2021
3775599,2021-04-20,19:00:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Aston Villa,0,0,available,scheduled,2022-11-29T22:26:30.338286,2021-06-13T16:17:31.694,10,Regular Season,Chigwell Construction Stadium,Amy Fearn,Olli Harder,Marcus Bignot,1.1.0,2,2,FA Women's Super League,2020/2021
3775554,2020-11-14,17:30:00.000,England - FA Women's Super League,2020/2021,Everton LFC,Reading WFC,1,1,available,scheduled,2020-11-28T18:39:26.339455,2021-06-13T16:17:31.694,7,Regular Season,Walton Hall Park,Emily Heaslip,Willie Kirk,Kelly Chambers,1.1.0,2,2,FA Women's Super League,2020/2021
3775652,2021-02-07,15:00:00.000,England - FA Women's Super League,2020/2021,Chelsea FCW,Brighton & Hove Albion WFC,1,2,available,scheduled,2021-03-24T19:47:29.613646,2021-06-13T16:17:31.694,14,Regular Season,Kingsmeadow,Christina Hattersley,Emma Hayes,Hope Patricia Powell,1.1.0,2,2,FA Women's Super League,2020/2021
3764238,2020-09-12,18:20:00.000,England - FA Women's Super League,2020/2021,West Ham United LFC,Arsenal WFC,1,9,available,scheduled,2022-08-15T23:50:06.388284,2021-06-13T16:17:31.694,2,Regular Season,Chigwell Construction Stadium,Abigail Byrne,Matt Beard,Joseph Montemurro,1.1.0,2,2,FA Women's Super League,2020/2021
7476,2018-07-08,01:00:00.000,United States of America - NWSL,2018,NJ/NY Gotham FC,Chicago Red Stars,1,3,available,scheduled,2023-07-24T13:00:25.885388,2021-06-13T16:17:31.694,13,Regular Season,Yurcak Field,Jasmine Peralta,Denise Reddy,Rory Dames,1.0.2,,,NWSL,2018
7482,2018-07-12,01:00:00.000,United States of America - NWSL,2018,North Carolina Courage,Washington Spirit,2,0,available,scheduled,2023-07-24T12:58:45.322130,2021-06-13T16:17:31.694,15,Regular Season,WakeMed Soccer Park,Daniel Gutierrez,Paul Riley,James Gabarra,1.0.2,,,NWSL,2018
7494,2018-08-06,02:30:00.000,United States of America - NWSL,2018,Houston Dash,Utah Royals,1,2,available,scheduled,2023-07-24T12:56:27.574331,2021-06-13T16:17:31.694,17,Regular Season,Shell Energy Stadium,Rosendo Mendoza,Vera Pauw,Laura Harvey,1.0.2,,,NWSL,2018
7486,2018-07-16,05:00:00.000,United States of America - NWSL,2018,Portland Thorns,Houston Dash,3,1,available,scheduled,2023-07-24T13:00:43.699279,2021-06-13T16:17:31.694,16,Regular Season,Providence Park,Eric Tattersall,Mark Richard David Parsons,Vera Pauw,1.0.2,,,NWSL,2018
7497,2018-08-11,02:00:00.000,United States of America - NWSL,2018,Chicago Red Stars,North Carolina Courage,1,1,available,scheduled,2023-07-24T12:55:46.758949,2021-06-13T16:17:31.694,17,Regular Season,SeatGeek Stadium,Matthew Franz,Rory Dames,Paul Riley,1.0.2,,,NWSL,2018
7430,2018-04-15,01:00:00.000,United States of America - NWSL,2018,Washington Spirit,North Carolina Courage,2,4,available,scheduled,2023-07-24T12:56:51.882336,2021-06-13T16:17:31.694,3,Regular Season,Maureen Hendricks Field Maryland SoccerPlex,Jasmine Peralta,James Gabarra,Paul Riley,1.0.2,,,NWSL,2018
7444,2018-05-06,21:00:00.000,United States of America - NWSL,2018,North Carolina Courage,Chicago Red Stars,1,1,available,scheduled,2023-07-24T12:53:21.850568,2021-06-13T16:17:31.694,6,Regular Season,WakeMed Soccer Park,Marco Vega,Paul Riley,Rory Dames,1.0.2,,,NWSL,2018
7443,2018-05-05,21:30:00.000,United States of America - NWSL,2018,Portland Thorns,OL Reign,2,3,available,scheduled,2023-07-24T12:55:28.955233,2021-06-13T16:17:31.694,6,Regular Season,Providence Park,Karen Abt,Mark Richard David Parsons,Vlatko Andonovski,1.0.2,,,NWSL,2018
7521,2018-06-03,01:00:00.000,United States of America - NWSL,2018,NJ/NY Gotham FC,Utah Royals,1,2,available,scheduled,2023-07-24T12:58:38.018552,2021-06-13T16:17:31.694,9,Regular Season,Yurcak Field,Lorant Varga,Denise Reddy,Laura Harvey,1.0.2,,,NWSL,2018
7492,2018-08-06,01:30:00.000,United States of America - NWSL,2018,Orlando Pride,NJ/NY Gotham FC,2,2,available,scheduled,2023-07-24T12:59:00.523812,2021-06-13T16:17:31.694,19,Regular Season,Exploria Stadium,Luis Guardia,Tom Sermanni,Denise Reddy,1.0.2,,,NWSL,2018
